DESeq2 analysis results,,,,,,,,,,
Transcript,Gene Symbol,Name,Entrez ID,baseMean,DESeq2 Log2 Fold Change,lfcSE,stat,pvalue,padj,Log2 Fold Change (Tumor/Non-malignant)
AMBP.259,AMBP,Protein AMBP [Cleaved into: Alpha-1-microglobulin ,259,10.37708984,1.267687166,0.260566171,4.865125669,0.00000114,0.00000349,1.4513454
AMD1.262,AMD1,S-adenosylmethionine decarboxylase proenzyme ,262,24199.5032,0.093760752,0.135984137,0.689497719,0.490510108,0.55102815,-0.108139866
AMELX.265,AMELX,"Amelogenin, X isoform",265,1.659529312,-2.573933748,0.366950755,-7.014384667,2.31E-12,1.49E-11,-2.727733487
AMELY.266,AMELY,"Amelogenin, Y isoform",266,6.648181911,1.820779143,0.289770134,6.283529359,3.31E-10,1.63E-09,1.675202427
AMFR.267,AMFR,E3 ubiquitin-protein ligase AMFR ,267,5784.279454,-0.358164141,0.051811684,-6.912806439,4.75E-12,2.94E-11,-0.511848794
AMH.268,AMH,Muellerian-inhibiting factor ,268,38.45721255,3.162174018,0.287646234,10.99327451,4.12E-28,2.44E-26,3.139244168
AMHR2.269,AMHR2,Anti-Muellerian hormone type-2 receptor ,269,9.856448335,1.643949691,0.22097056,7.439677433,1.01E-13,7.87E-13,1.418802393
AMPD1.270,AMPD1,AMP deaminase 1 ,270,12.98772466,-0.654304954,0.35197473,-1.858954346,0.06303361,0.089248239,-0.975099172
AMPD2.271,AMPD2,AMP deaminase 2 ,271,2173.819461,-0.02017146,0.063822745,-0.316054411,0.751961209,0.79273768,-0.213936638
AMPD3.272,AMPD3,AMP deaminase 3 ,272,1305.008201,0.516911779,0.148763771,3.474715479,0.000511395,0.001046533,0.389366771
AMPH.273,AMPH,Amphiphysin,273,65.23105872,-1.156289142,0.187218046,-6.176162859,6.57E-10,3.1E-09,-1.411963638
BIN1.274,BIN1,Myc box-dependent-interacting protein 1 ,274,3359.961376,-0.278522502,0.112456121,-2.476721569,0.01325953,0.021438032,-0.524391598
AMT.275,AMT,"Aminomethyltransferase, mitochondrial ",275,748.8574343,-0.96895906,0.156941556,-6.174012069,6.66E-10,3.14E-09,-1.230741049
AMY1A.276,AMY1A,Alpha-amylase 1 ,276,4.956020004,0.658109664,0.260911958,2.522343818,0.01165757,0.019031347,1.319559718
AMY2A.279,AMY2A,Pancreatic alpha-amylase ,279,2.783121387,0.682113586,0.297624127,2.291862531,0.021913577,0.034012716,0.477156419
AMY2B.280,AMY2B,Alpha-amylase 2B ,280,270.9724394,0.547124269,0.17293265,3.163799718,0.001557239,0.002950964,0.329874495
ANG.283,ANG,Angiogenin ,283,1670.443756,-0.174336299,0.143897481,-1.211531274,0.225691856,0.278853272,-0.473538186
ANGPT1.284,ANGPT1,Angiopoietin-1 ,284,964.2932662,-2.009605758,0.17774653,-11.30601966,1.23E-29,9.89E-28,-2.208577789
ANGPT2.285,ANGPT2,Angiopoietin-2 ,285,298.4090498,-0.123985996,0.162376033,-0.763573253,0.445121593,0.507036804,-0.293535879
ANK1.286,ANK1,Ankyrin-1 ,286,235.0608811,0.403984682,0.227338583,1.777017685,0.07556533,0.105131983,0.206450452
ANK2.287,ANK2,Ankyrin-2 ,287,586.2359531,-1.45026499,0.171926107,-8.435397133,3.3E-17,4.16E-16,-1.647032775
ANK3.288,ANK3,Ankyrin-3 ,288,4356.138484,0.083871934,0.138612021,0.605084128,0.5451231,0.603903457,0.060396768
ANPEP.290,ANPEP,Aminopeptidase N ,290,20595.50076,0.265022923,0.300706187,0.881335118,0.378136464,0.439474517,-0.011634795
SLC25A4.291,SLC25A4,ADP/ATP translocase 1 ,291,3568.177147,-0.437674075,0.078544954,-5.572274881,2.51E-08,9.63E-08,-0.656088004
SLC25A5.292,SLC25A5,ADP/ATP translocase 2 ,292,9632.388258,0.245109018,0.072385576,3.38615831,0.000708785,0.001419648,0.052477346
SLC25A6.293,SLC25A6,ADP/ATP translocase 3 ,293,44891.23933,0.779675141,0.096515442,8.078242474,6.57E-16,6.95E-15,0.56440435
ANXA1.301,ANXA1,Annexin A1 ,301,7488.997957,-0.964452623,0.129092059,-7.471045303,7.96E-14,6.3E-13,-1.20340146
ANXA2.302,ANXA2,Annexin A2 ,302,12223.65618,-1.03284734,0.117362056,-8.800521891,1.36E-18,2.09E-17,-1.226846615
ANXA2P1.303,,,303,68.24144084,-1.135229202,0.135320401,-8.389194805,4.89E-17,6.03E-16,-1.279174274
ANXA2P2.304,,,304,4269.434304,-1.198226765,0.117162702,-10.22703255,1.5E-24,5.42E-23,-1.363162198
ANXA2P3.305,,,305,9.778736931,-2.054092419,0.206067143,-9.96807345,2.1E-23,6.46E-22,-2.222357903
ANXA3.306,ANXA3,Annexin A3 ,306,4353.45592,0.402655346,0.110413843,3.646783185,0.000265544,0.000566948,0.166357887
ANXA4.307,ANXA4,Annexin A4 ,307,3711.026139,-0.426340937,0.058728501,-7.259523546,3.88E-13,2.8E-12,-0.642403857
ANXA5.308,ANXA5,Annexin A5 ,308,17724.56093,0.241658119,0.067786776,3.564974385,0.000363892,0.000761208,0.069906541
ANXA6.309,ANXA6,Annexin A6 ,309,6982.967326,-1.172829653,0.124228095,-9.440937304,3.69E-21,8.26E-20,-1.364453429
ANXA7.310,ANXA7,Annexin A7 ,310,7073.335357,-0.118113818,0.043102186,-2.740320861,0.006137923,0.010511008,-0.312866575
ANXA11.311,ANXA11,Annexin A11 ,311,12898.64145,0.10604709,0.063552522,1.668652747,0.095186219,0.129510126,-0.112067134
ANXA13.312,ANXA13,Annexin A13 ,312,185.6953252,-5.621800763,0.359363917,-15.64375414,3.66E-55,2.42E-52,-5.939057305
AOAH.313,AOAH,Acyloxyacyl hydrolase ,313,178.7818386,-0.214503834,0.180601961,-1.187715975,0.234945328,0.288905581,-0.472536764
AOC2.314,AOC2,Retina-specific copper amine oxidase ,314,45.17262109,0.758409161,0.128105285,5.920201993,3.22E-09,1.38E-08,0.711244926
AOX1.316,AOX1,Aldehyde oxidase ,316,1857.124137,-2.49745244,0.187374872,-13.32864122,1.58E-40,3.68E-38,-2.566318443
APAF1.317,APAF1,Apoptotic protease-activating factor 1 ,317,885.2653367,-0.093078177,0.064431424,-1.4446084,0.148567912,0.192835188,-0.246899648
NUDT2.318,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical],318,1281.307856,0.313817692,0.092269124,3.401112734,0.000671121,0.001348993,0.053659911
APOF.319,APOF,Apolipoprotein F ,319,395.3766796,2.439159173,0.234650401,10.3948647,2.62E-25,1.07E-23,2.324933707
APBA1.320,APBA1,Amyloid beta A4 precursor protein-binding family A member 1 ,320,516.1821259,0.461309093,0.105033955,4.391999624,0.0000112,0.0000297,0.294598371
APBA2.321,APBA2,Amyloid beta A4 precursor protein-binding family A member 2 ,321,560.8518742,1.134435866,0.149347448,7.595950796,3.06E-14,2.56E-13,0.929240446
APBB1.322,APBB1,Amyloid beta A4 precursor protein-binding family B member 1 ,322,1900.378608,-0.863867393,0.091007581,-9.492257513,2.26E-21,5.21E-20,-1.039477432
APBB2.323,APBB2,Amyloid beta A4 precursor protein-binding family B member 2 ,323,1370.283157,-0.221223496,0.071820237,-3.080239002,0.002068345,0.003840009,-0.375107952
APC.324,APC,Adenomatous polyposis coli protein ,324,1596.08797,-0.249393339,0.097350796,-2.56180073,0.010413105,0.017112163,-0.396761984
APCS.325,APCS,Serum amyloid P-component ,325,0.997755304,1.034012207,0.57952482,1.784241453,0.074384439,0.103647339,3.577869341
AIRE.326,AIRE,Autoimmune regulator ,326,0.826652524,0.220864871,0.302898259,0.729171808,0.465896574,0.52702983,0.019455826
APEH.327,APEH,Acylamino-acid-releasing enzyme ,327,6508.417007,0.373715955,0.062615842,5.96839302,2.4E-09,1.04E-08,0.173900814
APEX1.328,APEX1,DNA-(apurinic or apyrimidinic site) lyase ,328,7302.225162,0.440087802,0.059543841,7.390987802,1.46E-13,1.11E-12,0.241861165
BIRC2.329,BIRC2,Baculoviral IAP repeat-containing protein 2 ,329,2521.710904,-0.085305899,0.052852928,-1.614024104,0.106522198,0.143343391,-0.26770115
BIRC3.330,BIRC3,Baculoviral IAP repeat-containing protein 3 ,330,829.3833739,-0.326077374,0.139042864,-2.345157203,0.019019059,0.029878837,-0.530957787
XIAP.331,XIAP,E3 ubiquitin-protein ligase XIAP ,331,3637.01164,-0.055417287,0.06327081,-0.87587447,0.38109828,0.442594105,-0.192021492
BIRC5.332,BIRC5,Baculoviral IAP repeat-containing protein 5 ,332,160.7954075,1.916621939,0.215890999,8.877729714,6.82E-19,1.09E-17,1.62733617
APLP1.333,APLP1,Amyloid-like protein 1 ,333,196.0235665,-0.116330139,0.152422664,-0.763207623,0.445339583,0.50722471,-0.260530844
APLP2.334,APLP2,Amyloid-like protein 2 ,334,57129.50184,0.325830517,0.075053783,4.341293752,0.0000142,0.0000369,0.1441574
APOA1.335,APOA1,Apolipoprotein A-I ,335,8.317255854,-0.604504623,0.280170119,-2.157634175,0.030956285,0.046684568,-0.197806189
APOA2.336,APOA2,Apolipoprotein A-II ,336,1.508388312,1.051378284,0.565562994,1.858994126,0.063027971,0.08924686,7.035649334
APOA4.337,,,337,0.085287968,0.093456993,0.578537838,0.161539983,0.871668123,NA,2.67180385
APOB.338,APOB,Apolipoprotein B-100 ,338,34.0578118,-1.520188054,0.227728809,-6.675431449,2.47E-11,1.38E-10,-1.721310244
APOBEC1.339,APOBEC1,C->U-editing enzyme APOBEC-1 ,339,0.217607078,0.808839635,0.568706985,1.422243186,0.154955666,0.200182461,2.295558834
APOC1.341,APOC1,Apolipoprotein C-I ,341,1044.811496,2.362806596,0.213938466,11.044328,2.34E-28,1.45E-26,2.082792083
APOC1P1.342,,,342,0.343497548,2.154946132,0.532277448,4.048539233,0.0000515,0.000123442,3.395094507
AQP8.343,AQP8,Aquaporin-8 ,343,4.207328202,-0.861879258,0.312634161,-2.75683008,0.005836467,0.010040613,-1.082894256
APOC2.344,APOC2,Apolipoprotein C-II ,344,79.4057629,1.364455113,0.210417961,6.484499272,8.9E-11,4.67E-10,1.180633563
APOC3.345,APOC3,Apolipoprotein C-III ,345,1.05294378,0.736032932,0.527549023,1.395193431,0.162957517,0.209205913,6.689977779
APOC4.346,APOC4,Apolipoprotein C-IV ,346,1.071556729,2.055025436,0.413753832,4.966782846,0.000000681,0.00000214,2.179555757
APOD.347,APOD,Apolipoprotein D ,347,7084.890526,0.85501119,0.164811254,5.187820423,0.000000213,0.000000718,0.626512024
APOE.348,APOE,Apolipoprotein E ,348,4941.419025,1.772231142,0.190135712,9.320874662,1.15E-20,2.37E-19,1.488327509
APOH.350,APOH,Beta-2-glycoprotein 1 ,350,9.431669388,1.70805561,0.547475625,3.119875171,0.001809277,0.003391286,2.865724333
APP.351,APP,Amyloid beta A4 protein ,351,39479.12218,-0.368212409,0.102872698,-3.579301584,0.000344514,0.000722965,-0.473872008
APRT.353,APRT,Adenine phosphoribosyltransferase ,353,7394.00641,0.972534882,0.118611171,8.199353152,2.42E-16,2.69E-15,0.678859259
KLK3.354,KLK3,Prostate-specific antigen ,354,936617.235,0.674071669,0.170926541,3.94363371,0.0000803,0.000186187,0.408868933
FAS.355,FAS,Tumor necrosis factor receptor superfamily member 6 ,355,669.0868441,-0.713977892,0.11749778,-6.076522388,1.23E-09,5.58E-09,-0.891920527
FASLG.356,FASLG,Tumor necrosis factor ligand superfamily member 6 ,356,16.73941467,0.140710626,0.22022353,0.638944559,0.522858999,0.582680453,-0.140455799
SHROOM2.357,SHROOM2,Protein Shroom2 ,357,1927.71734,0.144416552,0.086512984,1.669304945,0.095056961,0.129367508,-0.027002404
AQP1.358,AQP1,Aquaporin-1 ,358,6349.677778,-0.618767922,0.124228969,-4.980866581,0.000000633,0.000002,-0.81610422
AQP2.359,AQP2,Aquaporin-2 ,359,2922.933034,-7.685884396,0.481152352,-15.97391005,1.94E-57,1.69E-54,-9.504983776
AQP3.360,AQP3,Aquaporin-3 ,360,8137.697851,-1.087300034,0.150538833,-7.22272127,5.1E-13,3.61E-12,-1.33476117
AQP4.361,AQP4,Aquaporin-4 ,361,34.86288294,-0.898053254,0.19042531,-4.716039351,0.0000024,0.00000701,-1.065544286
AQP5.362,AQP5,Aquaporin-5 ,362,53.00420235,-2.026115771,0.259756306,-7.800063847,6.19E-15,5.68E-14,-2.31369875
AQP6.363,AQP6,Aquaporin-6 ,363,8.16348225,-0.125112186,0.227829212,-0.549149008,0.582903195,0.639828903,-0.87472527
AQP7.364,AQP7,Aquaporin-7 ,364,12.17424673,-0.621088657,0.2059139,-3.01625416,0.002559186,0.004675954,-0.838135204
AQP9.366,AQP9,Aquaporin-9 ,366,48.54740039,-1.404043754,0.233738598,-6.006897292,1.89E-09,8.37E-09,-1.527158141
AR.367,AR,Androgen receptor ,367,1443.727713,-0.290354961,0.187181734,-1.551192815,0.120855483,0.160620078,-0.34862702
ABCC6.368,ABCC6,Multidrug resistance-associated protein 6 ,368,180.8918423,-0.880627379,0.232788218,-3.782955108,0.000154977,0.000342504,-1.20726896
ARAF.369,ARAF,Serine/threonine-protein kinase A-Raf ,369,4321.662817,0.008260971,0.063283436,0.130539225,0.896139822,0.914301589,-0.20297432
ARCN1.372,ARCN1,Coatomer subunit delta ,372,12207.32389,-0.013075228,0.050423974,-0.259305784,0.795399317,0.830748467,-0.178413868
TRIM23.373,TRIM23,E3 ubiquitin-protein ligase TRIM23 ,373,889.7784814,-0.402185644,0.079972596,-5.029043227,0.000000493,0.00000158,-0.58274493
AREG.374,AREG,Amphiregulin ,374,114.6462796,-1.679890134,0.268596277,-6.254331424,3.99E-10,1.95E-09,-1.989033518
ARF1.375,ARF1,ADP-ribosylation factor 1,375,33490.88127,0.250884693,0.065963734,3.803373144,0.000142739,0.00031766,0.058420815
ARF3.377,ARF3,ADP-ribosylation factor 3,377,11972.67976,0.042348518,0.045668527,0.927302037,0.353769737,0.414098701,-0.111920216
ARF4.378,ARF4,ADP-ribosylation factor 4,378,12473.70398,0.144452947,0.063455398,2.276448505,0.022819179,0.03531232,-0.024559116
ARL4D.379,ARL4D,ADP-ribosylation factor-like protein 4D ,379,466.8308021,-1.981012818,0.157061526,-12.61297321,1.79E-36,2.95E-34,-2.268775134
ARF5.381,ARF5,ADP-ribosylation factor 5,381,8388.701336,0.461288717,0.09052702,5.095591554,0.000000348,0.00000114,0.200690219
ARF6.382,ARF6,ADP-ribosylation factor 6,382,9723.130232,0.431696906,0.061249327,7.048190218,1.81E-12,1.19E-11,0.255595802
ARG1.383,ARG1,Arginase-1 ,383,4.892952514,0.577462224,0.307734806,1.876493052,0.060587608,0.086084443,2.107113744
ARG2.384,ARG2,"Arginase-2, mitochondrial ",384,11547.13152,-0.084924308,0.175741126,-0.483235257,0.628928704,0.682594242,-0.359426735
RHOA.387,RHOA,Transforming protein RhoA ,387,19900.99406,-0.139624548,0.035304499,-3.954865632,0.0000766,0.000178261,-0.331567819
RHOB.388,RHOB,Rho-related GTP-binding protein RhoB ,388,22458.40027,-1.139116478,0.133365683,-8.541301249,1.33E-17,1.76E-16,-1.310564008
RHOC.389,RHOC,Rho-related GTP-binding protein RhoC ,389,14447.7602,-0.044435218,0.078074717,-0.569137105,0.569263099,0.627211061,-0.256095777
RND3.390,RND3,Rho-related GTP-binding protein RhoE ,390,1721.384036,-1.289346928,0.154614927,-8.339084399,7.49E-17,8.97E-16,-1.516107143
RHOG.391,RHOG,Rho-related GTP-binding protein RhoG,391,1975.492807,-0.017138338,0.072593481,-0.236086462,0.813365579,0.846048802,-0.233326024
ARHGAP1.392,ARHGAP1,Rho GTPase-activating protein 1 ,392,9011.619232,-0.301410449,0.065405968,-4.608301914,0.00000406,0.0000115,-0.485314839
ARHGAP4.393,ARHGAP4,Rho GTPase-activating protein 4 ,393,611.7473216,0.463105498,0.118337318,3.913435802,0.000091,0.000209166,0.199335083
ARHGAP5.394,ARHGAP5,Rho GTPase-activating protein 5 ,394,4328.576382,-0.380853372,0.081207936,-4.689854114,0.00000273,0.00000791,-0.515510113
ARHGAP6.395,ARHGAP6,Rho GTPase-activating protein 6 ,395,4596.572295,-0.053693817,0.089672284,-0.598778297,0.549320737,0.607990378,-0.18232883
ARHGDIA.396,ARHGDIA,Rho GDP-dissociation inhibitor 1 ,396,19178.76262,0.602777547,0.072824226,8.277156916,1.26E-16,1.46E-15,0.395793864
ARHGDIB.397,ARHGDIB,Rho GDP-dissociation inhibitor 2 ,397,3716.289485,0.380200224,0.139606824,2.723364193,0.006462078,0.01102663,0.131483797
ARHGDIG.398,ARHGDIG,Rho GDP-dissociation inhibitor 3 ,398,121.7167281,2.491241845,0.277396406,8.980800741,2.69E-19,4.57E-18,2.257658052
RHOH.399,RHOH,Rho-related GTP-binding protein RhoH ,399,230.5326178,0.362250594,0.122637051,2.953842999,0.003138436,0.005643226,0.098933029
ARL1.400,ARL1,ADP-ribosylation factor-like protein 1,400,7530.770452,-0.124619711,0.051625952,-2.413896624,0.01578294,0.025177421,-0.309070322
PHOX2A.401,PHOX2A,Paired mesoderm homeobox protein 2A ,401,0.636901476,-0.16505683,0.40555603,-0.406988967,0.684016092,0.732286521,-2.159073795
ARL2.402,ARL2,ADP-ribosylation factor-like protein 2,402,3160.032715,0.084427369,0.095322059,0.885706523,0.375775692,0.437049428,-0.177547015
ARL3.403,ARL3,ADP-ribosylation factor-like protein 3,403,1581.28399,-0.08200589,0.069522191,-1.179564241,0.238173572,0.292330325,-0.328050963
ARNT.405,ARNT,Aryl hydrocarbon receptor nuclear translocator ,405,2219.98891,-0.254741392,0.05092773,-5.002017377,0.000000567,0.00000181,-0.418519995
ARNTL.406,ARNTL,Aryl hydrocarbon receptor nuclear translocator-like protein 1 ,406,309.1652566,-0.727448127,0.11455998,-6.349932409,2.15E-10,1.08E-09,-0.827460357
ARR3.407,ARR3,Arrestin-C ,407,0.364523987,0.904265525,0.438268968,2.063266149,0.039087348,0.057771844,0.935662889
ARRB1.408,ARRB1,Beta-arrestin-1 ,408,1341.557693,-0.075231977,0.090155603,-0.834468123,0.404017243,0.465845932,-0.347030154
ARRB2.409,ARRB2,Beta-arrestin-2 ,409,972.2137479,0.399155838,0.080588185,4.953031738,0.000000731,0.00000229,0.127754475
ARSA.410,ARSA,Arylsulfatase A ,410,3301.335394,0.4141122,0.105076443,3.941056518,0.0000811,0.00018804,0.229637021
ARSB.411,ARSB,Arylsulfatase B ,411,644.3658396,-0.331364726,0.085696214,-3.866737061,0.000110301,0.000249948,-0.471744855
STS.412,STS,Steryl-sulfatase ,412,1269.119296,-0.342949401,0.087532861,-3.917950319,0.0000893,0.000205584,-0.558631368
ARSD.414,ARSD,Arylsulfatase D ,414,7338.570491,0.275013337,0.08373563,3.284304885,0.001022343,0.001995858,0.130547201
ARSE.415,ARSE,Arylsulfatase E ,415,25.07067861,-0.96868742,0.181972846,-5.323252586,0.000000102,0.000000358,-1.016499625
ARSF.416,ARSF,Arylsulfatase F ,416,4.924724694,-2.087323006,0.30686842,-6.802013077,1.03E-11,6.1E-11,-2.480552802
ART1.417,ART1,GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1,417,1.549509354,-0.30403588,0.375833057,-0.808965242,0.418535139,0.480186504,-1.354544917
ART3.419,ART3,Ecto-ADP-ribosyltransferase 3 ,419,19.20692265,-0.43506117,0.249057189,-1.746832412,0.080666412,0.111595926,0.060492583
ART4.420,ART4,Ecto-ADP-ribosyltransferase 4 ,420,40.28243288,1.430816176,0.276418109,5.176275111,0.000000226,0.000000761,1.259682413
ARVCF.421,ARVCF,Armadillo repeat protein deleted in velo-cardio-facial syndrome,421,1872.350655,0.892941684,0.080739393,11.05955412,1.97E-28,1.24E-26,0.687678123
ASAH1.427,ASAH1,Acid ceramidase ,427,13193.92477,-0.04985496,0.09278185,-0.53733527,0.591036047,0.647344531,-0.175896321
ASCL1.429,ASCL1,Achaete-scute homolog 1 ,429,30.32037298,-0.638052276,0.251671422,-2.535259157,0.011236416,0.018381447,-1.014473096
ASCL2.430,ASCL2,Achaete-scute homolog 2 ,430,137.287744,-0.824586078,0.238772562,-3.453437325,0.000553491,0.001127012,-1.004761265
ASGR1.432,ASGR1,Asialoglycoprotein receptor 1 ,432,24.65452377,0.05893723,0.175792672,0.335265566,0.737424766,0.779819557,-0.196053976
ASGR2.433,ASGR2,Asialoglycoprotein receptor 2 ,433,10.31146951,0.181087963,0.195462203,0.92646026,0.35420684,0.414559612,-0.154894759
ASIP.434,ASIP,Agouti-signaling protein ,434,3.525978536,-1.068356219,0.283838056,-3.763963975,0.000167241,0.000367949,-1.470484484
ASL.435,ASL,Argininosuccinate lyase ,435,1887.63368,0.57462162,0.077356735,7.42820414,1.1E-13,8.54E-13,0.33878337
ASMT.438,ASMT,Acetylserotonin O-methyltransferase ,438,1.645954957,0.77521214,0.265724722,2.917350458,0.003530189,0.006294977,0.592540572
ASNA1.439,ASNA1,ATPase ASNA1 ,439,3053.054044,0.184016065,0.052171957,3.527106842,0.000420127,0.000870296,-0.028368945
ASNS.440,ASNS,Asparagine synthetase [glutamine-hydrolyzing] ,440,1409.787853,0.694558114,0.086051773,8.071398079,6.95E-16,7.33E-15,0.506172481
ASPA.443,ASPA,Aspartoacylase ,443,64.06006843,-2.172629667,0.214812812,-10.11406,4.79E-24,1.61E-22,-2.481094326
ASPH.444,ASPH,Aspartyl/asparaginyl beta-hydroxylase ,444,3761.596408,-1.098658378,0.110772018,-9.918194143,3.47E-23,1.03E-21,-1.267836668
ASS1.445,ASS1,Argininosuccinate synthase ,445,4709.723446,-1.22464222,0.172838035,-7.085490306,1.39E-12,9.19E-12,-1.387197618
ASTN1.460,ASTN1,Astrotactin-1,460,72.95940159,-1.808570668,0.291023481,-6.21451802,5.15E-10,2.47E-09,-2.116804531
SERPINC1.462,SERPINC1,Antithrombin-III ,462,3.784054631,0.762685494,0.284527296,2.680535418,0.007350449,0.012417351,1.16908177
ZFHX3.463,ZFHX3,Zinc finger homeobox protein 3 ,463,4847.19548,-0.267886213,0.096987208,-2.762077776,0.005743479,0.009892209,-0.352667829
ATF1.466,ATF1,Cyclic AMP-dependent transcription factor ATF-1 ,466,995.7799914,-0.197362372,0.068073317,-2.899261874,0.003740423,0.00664077,-0.363573042
ATF3.467,ATF3,Cyclic AMP-dependent transcription factor ATF-3 ,467,6304.363482,-1.050779194,0.239789995,-4.382081063,0.0000118,0.000031,-1.442879531
ATF4.468,ATF4,Cyclic AMP-dependent transcription factor ATF-4 ,468,18830.34666,0.2721504,0.082433636,3.301448465,0.00096187,0.001887819,0.034764025
ATIC.471,ATIC,Bifunctional purine biosynthesis protein PURH [Includes: Phosphoribosylaminoimidazolecarboxamide formyltransferase ,471,3268.02246,0.166049625,0.064897055,2.558661945,0.010507587,0.01725557,-0.052323045
ATM.472,ATM,Serine-protein kinase ATM ,472,2122.503585,-0.248755012,0.090654899,-2.74397759,0.006069968,0.010409546,-0.397318255
RERE.473,RERE,Arginine-glutamic acid dipeptide repeats protein ,473,17753.25935,0.391043386,0.076487083,5.112541474,0.000000318,0.00000105,0.264418145
ATOH1.474,ATOH1,Protein atonal homolog 1 ,474,12.57213953,2.482260387,0.424853092,5.842632271,5.14E-09,2.15E-08,0.316831814
ATOX1.475,ATOX1,Copper transport protein ATOX1 ,475,2007.90409,0.396533646,0.095830002,4.137886258,0.0000351,0.0000862,0.13489014
ATP1A1.476,ATP1A1,Sodium/potassium-transporting ATPase subunit alpha-1 ,476,39849.84671,-0.425483263,0.091611406,-4.64443544,0.00000341,0.00000974,-0.487080591
ATP1A2.477,ATP1A2,Sodium/potassium-transporting ATPase subunit alpha-2 ,477,2399.443243,-1.392735506,0.228271719,-6.10121792,1.05E-09,4.84E-09,-1.686778854
ATP1A3.478,ATP1A3,Sodium/potassium-transporting ATPase subunit alpha-3 ,478,16.26016185,0.122885923,0.189554664,0.648287518,0.516799006,0.57686807,-1.10570279
